Age,Gender,Tribe,Father_Tribe,Mother_Tribe,Same_Tribe_Parents,Place_of_Birth,Current_Residence,Migrated,Number_of_Siblings,Lived_with_Grandparents,MT_Taught_in_School,Language_Spoken_by_Parents,Language_Spoken_with_Siblings,Ever_Visited_Village,Attended_Cultural_Meetings,Belongs_to_Cultural_Group,MT_Used_in_Church_or_Mosque,Knows_Songs_in_MT,Wants_Children_to_Speak_MT,MT_Proficiency,Cultural_Identity_Strength
18,Female,Bafut,Bafut,Meta,No,Centre,Bamenda,No,2,No,Yes,English,Mix of Pidgin and French,Yes,Yes,No,French,No,Yes,Minimal,Weak
9,Male,Meta,Meta,Meta,Yes,North West,Meta Village,Yes,6,No,No,Meta (mother tongue),Mix of MT and Pidgin,Yes,Yes,No,Meta (mother tongue),No,No,Basic,Weak
15,Male,Meta,Meta,Meta,Yes,South West,Bafoussam,Yes,2,No,No,Meta (mother tongue),Meta (mother tongue),Yes,No,Yes,Meta (mother tongue),Yes,No,Basic,Weak
9,Male,Fulani,Fulani,Bafut,No,Far North,Fulani Camp,Yes,5,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,French,Yes,Yes,Fluent,Moderate
8,Female,Bafut,Bafut,Bafut,Yes,Littoral,Yaoundé,No,4,No,Yes,Cameroonian Pidgin English,Mix of Pidgin and French,No,No,No,Bafut (mother tongue),Yes,Yes,None,Detached
15,Male,Bakweri,Bakweri,Bakweri,Yes,South West,Yaoundé,No,1,Yes,No,Mokpwe (mother tongue),Mokpwe (mother tongue),Yes,No,Yes,French,Yes,Yes,Fluent,Moderate
8,Male,Bafut,Bafut,Bafut,Yes,South West,Douala,No,3,Yes,No,Bafut (mother tongue),Cameroonian Pidgin English,No,Yes,No,Cameroonian Pidgin English,Yes,Yes,Basic,Weak
8,Male,Bafut,Bafut,Bafut,Yes,Littoral,Bafut Village,Yes,4,Yes,Yes,Bafut (mother tongue),Mix of MT and Pidgin,Yes,Yes,Yes,French,No,Yes,Conversational,Moderate
8,Male,Bakweri,Bakweri,Fulani,No,Bamenda,Buea,No,5,No,No,English,Mokpwe (mother tongue),No,No,Yes,Cameroonian Pidgin English,No,No,None,Detached
16,Female,Meta,Meta,Meta,Yes,Bamenda,Bamenda,No,2,No,No,French,Meta (mother tongue),Yes,Yes,Yes,English,Yes,Yes,Conversational,Strong
23,Male,Bafut,Bafut,Meta,No,Yaoundé,Bamenda,Yes,2,No,No,French,French,Yes,No,Yes,French,No,Yes,None,Weak
13,Male,Bafut,Bafut,Bafut,Yes,South West,Bamenda,No,6,Yes,No,English,Cameroonian Pidgin English,Yes,No,No,French,Yes,Yes,Basic,Weak
9,Female,Meta,Meta,Meta,Yes,Centre,Bamenda,No,1,No,No,Meta (mother tongue),Cameroonian Pidgin English,No,No,No,Mix of MT and French,No,Yes,None,Detached
10,Female,Bafut,Bafut,Bafut,Yes,North West,Yaoundé,No,4,No,No,French,Bafut (mother tongue),No,No,Yes,Bafut (mother tongue),Yes,No,Minimal,Weak
19,Female,Fulani,Fulani,Bakweri,No,Bamenda,Maroua,Yes,4,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,No,Hausa,Yes,Yes,Conversational,Weak
9,Male,Bafut,Bafut,Meta,No,Buea,Bafut Village,Yes,6,Yes,No,Mix of Pidgin and French,Cameroonian Pidgin English,Yes,Yes,No,Bafut (mother tongue),No,No,Minimal,Weak
19,Female,Bakweri,Bakweri,Bakweri,Yes,Littoral,Bakweri Village,Yes,3,Yes,No,Mokpwe (mother tongue),Cameroonian Pidgin English,No,No,No,French,No,No,Minimal,Detached
20,Male,Meta,Meta,Bafut,No,Centre,Bamenda,No,7,Yes,No,Meta (mother tongue),English,Yes,Yes,Yes,Meta (mother tongue),No,Yes,Conversational,Moderate
7,Male,Fulani,Fulani,Fulani,Yes,Bamenda,Garoua,Yes,6,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,No,Fulfulde,Yes,No,Conversational,Weak
4,Female,Fulani,Fulani,Fulani,Yes,North,Maroua,No,4,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,French,Yes,Yes,Conversational,Strong
8,Male,Bafut,Bafut,Fulani,No,Yaoundé,Bafoussam,No,3,Yes,Yes,Bafut (mother tongue),English,Yes,No,No,French,Yes,Yes,Conversational,Weak
20,Female,Meta,Meta,Meta,Yes,South West,Douala,Yes,3,Yes,No,Meta (mother tongue),Meta (mother tongue),Yes,Yes,No,Meta (mother tongue),Yes,Yes,Conversational,Moderate
13,Male,Bafut,Bafut,Bafut,Yes,North West,Bafoussam,Yes,4,No,No,Bafut (mother tongue),Mix of MT and French,Yes,No,No,Cameroonian Pidgin English,Yes,Yes,Basic,Weak
8,Female,Fulani,Fulani,Fulani,Yes,Far North,Ngaoundéré,Yes,6,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,Yes,Fulfulde,No,Yes,Conversational,Weak
5,Male,Meta,Meta,Meta,Yes,North West,Bafoussam,Yes,5,No,No,Meta (mother tongue),Meta (mother tongue),Yes,Yes,No,French,No,Yes,Basic,Weak
4,Male,Bakweri,Bakweri,Meta,No,North West,Buea,No,1,No,No,English,Mix of MT and Pidgin,No,Yes,No,English,Yes,Yes,Minimal,Weak
23,Male,Bakweri,Bakweri,Bakweri,Yes,Littoral,Douala,Yes,3,No,Yes,Mokpwe (mother tongue),Mix of Pidgin and English,No,No,No,English,Yes,No,Minimal,Detached
10,Male,Fulani,Fulani,Fulani,Yes,Buea,Ngaoundéré,Yes,2,Yes,Yes,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,Yes,Arabic (Quran),Yes,Yes,Conversational,Moderate
19,Male,Bakweri,Bakweri,Bakweri,Yes,Yaoundé,Douala,No,1,No,No,English,French,Yes,Yes,No,Cameroonian Pidgin English,No,No,Minimal,Weak
16,Male,Fulani,Fulani,Fulani,Yes,Yaoundé,Garoua,Yes,3,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Hausa,Yes,Yes,Fluent,Strong
12,Female,Fulani,Fulani,Fulani,Yes,Bamenda,Maroua,Yes,3,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,No,Arabic (Quran),No,Yes,Basic,Weak
20,Male,Meta,Meta,Bafut,No,Littoral,Meta Village,No,6,Yes,No,Meta (mother tongue),French,Yes,Yes,No,Meta (mother tongue),Yes,Yes,Conversational,Moderate
23,Female,Bafut,Bafut,Bafut,Yes,Douala,Bafut Village,No,6,Yes,No,Mix of MT and Pidgin,Bafut (mother tongue),Yes,Yes,No,Bafut (mother tongue),No,No,Basic,Weak
18,Male,Bafut,Bafut,Bafut,Yes,Yaoundé,Bamenda,No,1,Yes,No,Bafut (mother tongue),Bafut (mother tongue),Yes,Yes,No,Bafut (mother tongue),Yes,Yes,Fluent,Moderate
24,Male,Bakweri,Bakweri,Meta,No,Bamenda,Limbe,No,3,No,Yes,Cameroonian Pidgin English,English,Yes,Yes,No,Cameroonian Pidgin English,Yes,Yes,Minimal,Moderate
13,Male,Meta,Meta,Bakweri,No,Yaoundé,Meta Village,Yes,7,Yes,No,Meta (mother tongue),Meta (mother tongue),No,Yes,Yes,French,No,Yes,Conversational,Moderate
15,Female,Meta,Meta,Meta,Yes,Buea,Meta Village,No,2,No,Yes,Meta (mother tongue),Meta (mother tongue),Yes,Yes,Yes,Cameroonian Pidgin English,Yes,Yes,Fluent,Strong
7,Male,Meta,Meta,Meta,Yes,Bamenda,Douala,Yes,3,No,No,Meta (mother tongue),Mix of MT and Pidgin,Yes,No,No,Meta (mother tongue),Yes,No,Minimal,Detached
8,Male,Bakweri,Bakweri,Meta,No,Douala,Yaoundé,No,2,No,No,Mokpwe (mother tongue),Mix of MT and English,Yes,No,No,Cameroonian Pidgin English,No,Yes,Minimal,Detached
21,Female,Bakweri,Bakweri,Bakweri,Yes,Littoral,Douala,Yes,3,No,Yes,French,Cameroonian Pidgin English,Yes,No,No,Mokpwe (mother tongue),No,Yes,None,Detached
21,Female,Bakweri,Bakweri,Bakweri,Yes,North West,Douala,No,1,Yes,No,French,Mix of MT and English,Yes,Yes,No,Mokpwe (mother tongue),Yes,No,Basic,Moderate
7,Male,Meta,Meta,Bafut,No,Douala,Bafoussam,Yes,4,Yes,No,Meta (mother tongue),Meta (mother tongue),Yes,Yes,No,Cameroonian Pidgin English,Yes,Yes,Conversational,Moderate
11,Female,Bakweri,Bakweri,Bakweri,Yes,Centre,Buea,No,5,No,No,Mix of MT and Pidgin,French,No,No,Yes,English,No,No,None,Detached
17,Female,Fulani,Fulani,Fulani,Yes,Buea,Maroua,Yes,5,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,No,French,No,Yes,Conversational,Moderate
4,Male,Fulani,Fulani,Bakweri,No,Centre,Maroua,No,5,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Arabic (Quran),Yes,Yes,Conversational,Moderate
22,Female,Fulani,Fulani,Fulani,Yes,North,Douala,Yes,2,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,No,Arabic (Quran),Yes,Yes,Conversational,Moderate
6,Female,Bafut,Bafut,Meta,No,Douala,Bamenda,Yes,1,No,Yes,Bafut (mother tongue),French,Yes,No,No,Bafut (mother tongue),No,Yes,Minimal,Detached
4,Male,Meta,Meta,Meta,Yes,North West,Bamenda,Yes,2,No,No,Meta (mother tongue),French,Yes,Yes,Yes,English,Yes,No,Basic,Moderate
21,Male,Fulani,Fulani,Fulani,Yes,Adamawa,Ngaoundéré,No,4,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,Yes,No,Fulfulde,Yes,Yes,Basic,Weak
8,Female,Meta,Meta,Meta,Yes,North West,Douala,Yes,2,No,No,Meta (mother tongue),Meta (mother tongue),No,No,Yes,Meta (mother tongue),Yes,Yes,Basic,Weak
13,Male,Meta,Meta,Meta,Yes,Buea,Meta Village,Yes,3,No,No,Meta (mother tongue),Cameroonian Pidgin English,No,Yes,Yes,Meta (mother tongue),Yes,Yes,Basic,Moderate
13,Female,Fulani,Fulani,Fulani,Yes,North,Ngaoundéré,Yes,2,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,No,Arabic (Quran),Yes,Yes,Conversational,Moderate
4,Male,Bafut,Bafut,Bafut,Yes,Buea,Bafoussam,Yes,4,Yes,No,Bafut (mother tongue),Mix of Pidgin and French,Yes,Yes,Yes,French,Yes,Yes,Conversational,Strong
23,Female,Fulani,Fulani,Fulani,Yes,Buea,Fulani Camp,No,4,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,No,Arabic (Quran),Yes,Yes,Conversational,Weak
10,Female,Fulani,Fulani,Fulani,Yes,Adamawa,Fulani Camp,Yes,6,No,Yes,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,No,Arabic (Quran),Yes,Yes,Conversational,Moderate
18,Male,Bakweri,Bakweri,Bafut,No,Buea,Douala,No,3,Yes,No,Cameroonian Pidgin English,Mix of Pidgin and English,No,No,No,French,No,No,None,Detached
4,Female,Fulani,Fulani,Fulani,Yes,Adamawa,Fulani Camp,No,3,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Hausa,Yes,Yes,Fluent,Strong
20,Female,Meta,Meta,Meta,Yes,Centre,Bafoussam,Yes,3,No,Yes,Meta (mother tongue),Mix of MT and Pidgin,Yes,Yes,Yes,French,Yes,Yes,Basic,Strong
24,Female,Bafut,Bafut,Bafut,Yes,Yaoundé,Bafoussam,Yes,5,No,No,Mix of MT and French,Cameroonian Pidgin English,Yes,Yes,Yes,French,No,No,Minimal,Moderate
9,Female,Meta,Meta,Bakweri,No,Douala,Meta Village,Yes,6,Yes,No,Meta (mother tongue),Meta (mother tongue),Yes,No,No,Meta (mother tongue),Yes,No,Basic,Weak
16,Male,Bafut,Bafut,Fulani,No,South West,Douala,Yes,3,Yes,No,Cameroonian Pidgin English,Bafut (mother tongue),Yes,No,No,Cameroonian Pidgin English,Yes,Yes,Minimal,Weak
15,Female,Bafut,Bafut,Bakweri,No,North West,Bamenda,No,3,Yes,No,Bafut (mother tongue),French,Yes,No,No,English,Yes,Yes,Basic,Weak
11,Female,Fulani,Fulani,Fulani,Yes,Adamawa,Yaoundé,No,5,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Hausa,Yes,Yes,Fluent,Strong
23,Male,Fulani,Fulani,Fulani,Yes,Littoral,Ngaoundéré,Yes,3,No,No,Fulfulde (mother tongue),Mix of Fulfulde and Hausa,Yes,No,Yes,French,Yes,Yes,Minimal,Moderate
11,Female,Meta,Meta,Meta,Yes,Littoral,Douala,No,2,Yes,Yes,Meta (mother tongue),English,Yes,No,Yes,Meta (mother tongue),Yes,No,Conversational,Moderate
19,Female,Meta,Meta,Bakweri,No,Yaoundé,Yaoundé,Yes,7,No,No,Meta (mother tongue),Meta (mother tongue),Yes,No,No,French,Yes,Yes,Basic,Weak
6,Female,Fulani,Fulani,Fulani,Yes,Centre,Douala,Yes,4,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,Yes,Yes,Arabic (Quran),Yes,Yes,Basic,Moderate
6,Female,Meta,Meta,Meta,Yes,South West,Bafoussam,No,5,Yes,No,Mix of MT and French,Meta (mother tongue),Yes,No,Yes,Meta (mother tongue),Yes,Yes,Conversational,Moderate
21,Male,Fulani,Fulani,Fulani,Yes,Littoral,Douala,Yes,4,No,No,French,Fulfulde (mother tongue),Yes,Yes,No,Fulfulde,Yes,Yes,Minimal,Weak
8,Female,Fulani,Fulani,Fulani,Yes,Bamenda,Ngaoundéré,Yes,6,Yes,Yes,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,No,Arabic (Quran),Yes,Yes,Conversational,Moderate
19,Female,Fulani,Fulani,Fulani,Yes,Buea,Yaoundé,Yes,8,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,No,Fulfulde,Yes,Yes,Basic,Weak
11,Male,Meta,Meta,Bakweri,No,Littoral,Bamenda,Yes,7,Yes,No,English,Meta (mother tongue),No,No,No,Meta (mother tongue),Yes,Yes,Minimal,Detached
7,Female,Fulani,Fulani,Fulani,Yes,Bamenda,Douala,No,3,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,No,Fulfulde,Yes,Yes,Conversational,Moderate
10,Male,Bakweri,Bakweri,Fulani,No,Centre,Yaoundé,Yes,6,Yes,No,Mokpwe (mother tongue),English,Yes,Yes,No,Mix of MT and Pidgin,Yes,No,Basic,Moderate
19,Female,Fulani,Fulani,Fulani,Yes,Douala,Garoua,Yes,1,Yes,No,Hausa,Fulfulde (mother tongue),Yes,Yes,Yes,Arabic (Quran),Yes,Yes,Basic,Moderate
11,Female,Fulani,Fulani,Fulani,Yes,Adamawa,Maroua,Yes,0,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,No,Yes,Fulfulde,No,Yes,Basic,Detached
5,Female,Meta,Meta,Bakweri,No,Centre,Meta Village,Yes,4,No,No,Meta (mother tongue),Meta (mother tongue),Yes,Yes,Yes,Meta (mother tongue),No,Yes,Basic,Moderate
4,Male,Bakweri,Bakweri,Bakweri,Yes,North West,Buea,Yes,5,No,No,Mokpwe (mother tongue),Mokpwe (mother tongue),No,Yes,No,Mokpwe (mother tongue),Yes,Yes,Basic,Weak
9,Female,Bafut,Bafut,Bakweri,No,Bamenda,Bafoussam,Yes,3,No,No,Bafut (mother tongue),English,No,No,No,English,No,Yes,None,Detached
7,Male,Meta,Meta,Bakweri,No,Buea,Douala,No,3,Yes,No,Meta (mother tongue),Meta (mother tongue),Yes,Yes,No,English,Yes,Yes,Conversational,Moderate
9,Female,Bafut,Bafut,Bafut,Yes,South West,Douala,No,1,Yes,No,Mix of MT and Pidgin,Mix of MT and French,Yes,Yes,No,French,Yes,No,Basic,Moderate
17,Female,Bafut,Bafut,Bafut,Yes,Bamenda,Douala,No,7,No,No,Bafut (mother tongue),Mix of MT and French,Yes,No,Yes,French,No,Yes,Basic,Weak
16,Female,Bafut,Bafut,Bafut,Yes,Centre,Bafoussam,Yes,5,Yes,No,French,French,No,Yes,No,Mix of MT and French,Yes,No,Minimal,Moderate
11,Male,Bakweri,Bakweri,Bakweri,Yes,Bamenda,Limbe,No,6,No,No,Mokpwe (mother tongue),Mix of MT and English,No,Yes,Yes,Mokpwe (mother tongue),Yes,Yes,Basic,Moderate
10,Male,Bakweri,Bakweri,Bakweri,Yes,Buea,Limbe,No,1,No,No,English,Cameroonian Pidgin English,No,No,Yes,English,No,No,None,Detached
24,Male,Meta,Meta,Meta,Yes,Littoral,Yaoundé,No,1,No,No,Meta (mother tongue),French,Yes,No,No,Meta (mother tongue),Yes,Yes,Basic,Detached
9,Female,Bafut,Bafut,Bafut,Yes,Buea,Bafut Village,No,2,Yes,Yes,Mix of MT and Pidgin,English,No,Yes,No,Bafut (mother tongue),No,Yes,Basic,Weak
7,Male,Bakweri,Bakweri,Meta,No,Bamenda,Yaoundé,Yes,3,No,No,Cameroonian Pidgin English,Mokpwe (mother tongue),Yes,Yes,Yes,Mokpwe (mother tongue),No,No,Minimal,Moderate
22,Female,Bakweri,Bakweri,Bafut,No,Yaoundé,Yaoundé,Yes,2,No,No,Cameroonian Pidgin English,Mix of MT and English,Yes,Yes,No,French,No,Yes,None,Weak
24,Female,Fulani,Fulani,Fulani,Yes,Bamenda,Yaoundé,Yes,6,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,No,Yes,Fulfulde,No,Yes,Basic,Weak
7,Female,Fulani,Fulani,Bakweri,No,Adamawa,Ngaoundéré,Yes,5,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,French,Yes,Yes,Fluent,Strong
16,Male,Meta,Meta,Bakweri,No,South West,Yaoundé,No,6,No,No,Meta (mother tongue),Cameroonian Pidgin English,No,Yes,Yes,French,No,Yes,Minimal,Weak
6,Male,Bafut,Bafut,Bafut,Yes,Littoral,Bafoussam,No,5,Yes,No,Bafut (mother tongue),Cameroonian Pidgin English,No,Yes,Yes,Cameroonian Pidgin English,No,Yes,Conversational,Moderate
16,Male,Bafut,Bafut,Bakweri,No,Buea,Douala,Yes,1,Yes,No,Bafut (mother tongue),English,Yes,Yes,No,Bafut (mother tongue),No,No,Basic,Moderate
10,Male,Meta,Meta,Meta,Yes,Centre,Meta Village,No,5,No,No,Meta (mother tongue),Meta (mother tongue),Yes,Yes,No,Cameroonian Pidgin English,Yes,No,Conversational,Moderate
12,Male,Bafut,Bafut,Bakweri,No,Buea,Yaoundé,Yes,2,Yes,Yes,Bafut (mother tongue),Mix of Pidgin and French,No,Yes,No,French,Yes,No,Basic,Weak
7,Female,Meta,Meta,Meta,Yes,Littoral,Douala,Yes,6,Yes,Yes,Cameroonian Pidgin English,French,Yes,No,Yes,French,Yes,No,Basic,Moderate
17,Male,Bakweri,Bakweri,Bafut,No,Bamenda,Buea,Yes,4,Yes,Yes,French,English,Yes,No,No,French,Yes,No,Minimal,Weak
17,Female,Bakweri,Bakweri,Bakweri,Yes,Bamenda,Buea,Yes,4,No,No,Mix of MT and Pidgin,Mix of MT and Pidgin,No,No,No,Mix of MT and English,No,Yes,None,Detached
22,Female,Bakweri,Bakweri,Bakweri,Yes,Bamenda,Douala,Yes,2,Yes,No,English,Mix of Pidgin and English,Yes,Yes,No,Mokpwe (mother tongue),No,No,Minimal,Weak
4,Female,Meta,Meta,Meta,Yes,South West,Bamenda,No,5,No,No,Meta (mother tongue),Cameroonian Pidgin English,No,Yes,Yes,French,Yes,Yes,Basic,Moderate
11,Male,Bakweri,Bakweri,Bakweri,Yes,Centre,Bakweri Village,Yes,4,Yes,No,English,Mix of Pidgin and English,No,Yes,No,English,No,No,Minimal,Weak
9,Male,Meta,Meta,Meta,Yes,Yaoundé,Bamenda,Yes,3,No,No,Meta (mother tongue),Meta (mother tongue),No,No,Yes,English,Yes,Yes,Minimal,Weak
11,Female,Fulani,Fulani,Fulani,Yes,Adamawa,Ngaoundéré,No,2,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Fulfulde,Yes,Yes,Conversational,Strong
16,Female,Fulani,Fulani,Fulani,Yes,Far North,Garoua,Yes,3,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Arabic (Quran),Yes,Yes,Fluent,Strong
10,Male,Bafut,Bafut,Meta,No,North West,Bafut Village,Yes,6,No,No,Bafut (mother tongue),Bafut (mother tongue),No,No,No,French,No,Yes,Minimal,Detached
4,Female,Bafut,Bafut,Bafut,Yes,Bamenda,Bafut Village,No,5,No,No,Bafut (mother tongue),Bafut (mother tongue),Yes,Yes,No,Mix of MT and French,No,Yes,Basic,Weak
24,Female,Meta,Meta,Fulani,No,Bamenda,Bafoussam,No,3,No,No,Meta (mother tongue),French,Yes,No,Yes,Cameroonian Pidgin English,No,Yes,Basic,Weak
13,Male,Bakweri,Bakweri,Bafut,No,South West,Buea,Yes,5,No,Yes,Mokpwe (mother tongue),Mix of Pidgin and English,No,No,Yes,Mokpwe (mother tongue),Yes,No,Minimal,Weak
11,Female,Bakweri,Bakweri,Meta,No,South West,Bakweri Village,Yes,4,Yes,No,Cameroonian Pidgin English,Cameroonian Pidgin English,Yes,No,Yes,Mokpwe (mother tongue),No,Yes,Minimal,Weak
20,Female,Bakweri,Bakweri,Bakweri,Yes,Centre,Yaoundé,Yes,0,No,No,Mokpwe (mother tongue),Cameroonian Pidgin English,No,No,Yes,Cameroonian Pidgin English,No,No,Minimal,Detached
10,Male,Fulani,Fulani,Fulani,Yes,Douala,Ngaoundéré,Yes,1,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Arabic (Quran),Yes,Yes,Conversational,Strong
4,Female,Bakweri,Bakweri,Meta,No,South West,Limbe,No,3,Yes,No,English,Cameroonian Pidgin English,Yes,No,No,French,Yes,Yes,Minimal,Weak
12,Male,Meta,Meta,Meta,Yes,Bamenda,Meta Village,No,5,Yes,No,Meta (mother tongue),Meta (mother tongue),No,No,No,English,Yes,Yes,Conversational,Weak
19,Female,Bakweri,Bakweri,Bakweri,Yes,South West,Yaoundé,No,2,Yes,No,Mokpwe (mother tongue),English,Yes,Yes,No,English,No,Yes,Conversational,Weak
5,Female,Bafut,Bafut,Bafut,Yes,Centre,Bafoussam,No,5,No,Yes,Bafut (mother tongue),Bafut (mother tongue),Yes,Yes,Yes,French,No,No,Conversational,Moderate
11,Male,Fulani,Fulani,Fulani,Yes,Buea,Douala,No,3,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Fulfulde,Yes,Yes,Conversational,Strong
19,Female,Fulani,Fulani,Fulani,Yes,Bamenda,Fulani Camp,Yes,3,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Does not attend,Yes,Yes,Conversational,Strong
24,Male,Meta,Meta,Meta,Yes,Bamenda,Meta Village,Yes,6,No,No,Meta (mother tongue),Meta (mother tongue),No,Yes,Yes,French,No,Yes,Basic,Moderate
4,Female,Meta,Meta,Meta,Yes,North West,Bamenda,Yes,7,No,No,English,Mix of MT and Pidgin,No,Yes,No,Meta (mother tongue),No,No,None,Weak
6,Female,Bafut,Bafut,Bafut,Yes,Bamenda,Douala,No,4,No,No,Bafut (mother tongue),Bafut (mother tongue),No,No,No,Bafut (mother tongue),Yes,Yes,Minimal,Detached
13,Male,Bakweri,Bakweri,Bakweri,Yes,Buea,Douala,Yes,3,No,No,Mokpwe (mother tongue),English,No,No,Yes,French,No,Yes,Minimal,Detached
13,Male,Bafut,Bafut,Bakweri,No,Yaoundé,Yaoundé,No,3,No,No,Mix of MT and Pidgin,Mix of MT and Pidgin,Yes,Yes,No,Bafut (mother tongue),Yes,No,Minimal,Moderate
21,Female,Bakweri,Bakweri,Bakweri,Yes,Bamenda,Yaoundé,Yes,2,No,No,Mokpwe (mother tongue),French,No,No,No,English,Yes,Yes,Minimal,Detached
11,Female,Bakweri,Bakweri,Bafut,No,Centre,Douala,Yes,4,No,No,Cameroonian Pidgin English,English,Yes,No,Yes,Cameroonian Pidgin English,Yes,No,None,Weak
10,Male,Bakweri,Bakweri,Bakweri,Yes,Yaoundé,Yaoundé,No,6,Yes,No,Mokpwe (mother tongue),Mokpwe (mother tongue),Yes,No,Yes,English,No,No,Conversational,Weak
23,Female,Fulani,Fulani,Fulani,Yes,Far North,Maroua,Yes,6,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,No,Arabic (Quran),Yes,Yes,Conversational,Moderate
13,Male,Fulani,Fulani,Fulani,Yes,Adamawa,Douala,Yes,5,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,No,Fulfulde,No,Yes,Basic,Moderate
23,Female,Bafut,Bafut,Fulani,No,Bamenda,Bafoussam,Yes,2,No,No,Bafut (mother tongue),Bafut (mother tongue),No,No,No,Bafut (mother tongue),No,Yes,None,Detached
4,Female,Fulani,Fulani,Fulani,Yes,Bamenda,Douala,Yes,4,No,Yes,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Arabic (Quran),Yes,No,Conversational,Strong
23,Female,Bafut,Bafut,Bafut,Yes,Littoral,Bafut Village,No,4,Yes,No,Bafut (mother tongue),Bafut (mother tongue),Yes,No,No,Bafut (mother tongue),No,Yes,Conversational,Detached
17,Female,Fulani,Fulani,Fulani,Yes,Littoral,Douala,Yes,2,Yes,No,French,Fulfulde (mother tongue),No,No,Yes,Does not attend,No,Yes,Minimal,Weak
8,Female,Bakweri,Bakweri,Fulani,No,South West,Douala,Yes,1,Yes,No,Mokpwe (mother tongue),Mix of MT and English,Yes,No,Yes,Cameroonian Pidgin English,No,Yes,Basic,Moderate
7,Female,Fulani,Fulani,Fulani,Yes,Adamawa,Yaoundé,No,3,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Hausa,Yes,Yes,Fluent,Strong
5,Female,Meta,Meta,Meta,Yes,Centre,Bamenda,No,3,No,No,Meta (mother tongue),Mix of MT and Pidgin,Yes,No,No,English,Yes,No,Basic,Detached
7,Female,Bafut,Bafut,Bafut,Yes,North West,Bamenda,Yes,4,No,No,Mix of MT and Pidgin,Mix of MT and Pidgin,Yes,Yes,No,Bafut (mother tongue),Yes,No,Minimal,Weak
20,Female,Bafut,Bafut,Meta,No,Littoral,Yaoundé,Yes,3,No,No,Bafut (mother tongue),Bafut (mother tongue),Yes,No,No,English,No,Yes,Basic,Detached
16,Female,Meta,Meta,Meta,Yes,Douala,Bamenda,Yes,3,No,No,Mix of MT and French,Meta (mother tongue),Yes,Yes,Yes,English,Yes,No,Basic,Moderate
11,Male,Meta,Meta,Meta,Yes,Douala,Douala,Yes,1,No,Yes,Cameroonian Pidgin English,Meta (mother tongue),Yes,Yes,No,Meta (mother tongue),No,Yes,Minimal,Weak
5,Female,Bakweri,Bakweri,Bakweri,Yes,Yaoundé,Yaoundé,Yes,2,No,No,Cameroonian Pidgin English,Mokpwe (mother tongue),No,No,No,Cameroonian Pidgin English,No,No,None,Detached
9,Male,Meta,Meta,Meta,Yes,North West,Meta Village,Yes,3,No,No,Meta (mother tongue),Mix of Pidgin and French,No,Yes,Yes,Meta (mother tongue),No,No,Minimal,Weak
21,Female,Fulani,Fulani,Bakweri,No,North,Yaoundé,Yes,5,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,Yes,Yes,Does not attend,Yes,No,Conversational,Moderate
